Date,Close,High,Low,Open,Volume
2025-09-15,79.51000213623047,80.83999633789062,79.51000213623047,80.26000213623047,1575394
2025-09-16,78.83999633789062,79.69000244140625,78.27999877929688,79.0999984741211,1656369
2025-09-17,79.44000244140625,80.04000091552734,79.0,79.48999786376953,2000118
2025-09-18,80.1500015258789,80.47000122070312,79.33000183105469,79.58000183105469,1637266
2025-09-19,80.45999908447266,81.72000122070312,80.45999908447266,80.80000305175781,4049907
2025-09-22,80.2300033569336,80.70999908447266,79.86000061035156,80.5999984741211,1302404
2025-09-23,79.26000213623047,79.94000244140625,79.22000122070312,79.70999908447266,1512857
2025-09-24,79.5,79.93000030517578,79.22000122070312,79.66999816894531,1533901
2025-09-25,77.5199966430664,79.26000213623047,77.44000244140625,79.0,2051728
2025-09-26,78.31999969482422,78.48999786376953,76.94999694824219,77.08000183105469,2165228
2025-09-29,78.27999877929688,78.51000213623047,77.5,78.0,2086637
2025-09-30,78.55000305175781,78.55000305175781,76.1500015258789,78.13999938964844,3141515
2025-10-01,85.18000030517578,85.18000030517578,80.29000091552734,81.11000061035156,4195397
2025-10-02,85.04000091552734,85.81999969482422,84.56999969482422,85.48999786376953,2511343
2025-10-03,86.80000305175781,86.97000122070312,85.08999633789062,85.19999694824219,2638508
2025-10-06,85.77999877929688,87.04000091552734,85.33000183105469,86.93000030517578,1604294
2025-10-07,84.83999633789062,85.33999633789062,84.29000091552734,84.94999694824219,1678564
2025-10-08,84.58999633789062,84.97000122070312,84.0999984741211,84.69000244140625,1605703
2025-10-09,84.81999969482422,85.2699966430664,83.66999816894531,83.9000015258789,1315219
2025-10-10,83.33999633789062,85.20999908447266,83.33000183105469,84.48999786376953,1492439
2025-10-13,84.16000366210938,84.47000122070312,83.19999694824219,83.29000091552734,1212380
2025-10-14,83.94000244140625,84.62999725341797,83.83999633789062,83.91000366210938,1465122
